"code","time_zone_id","name","city_code","country_id","location","elevation","url","icao","city","county","state"
BVZ,Australia/Perth,Beverley Springs,BVZ,AU,POINT (124 -15),0,,YBYS,,,
BWB,Australia/Perth,Barrow Island,BWB,AU,POINT (115.416664 -20.783333),98,,YBWX,,,
BYP,Australia/Perth,Barimunya Airport,BYP,AU,POINT (119.16560290883734 -22.67434605),2080,,YBRY,,,
BZD,Australia/Sydney,Balranald,BZD,AU,POINT (143.5764236 -34.6240084),193,,YBRN,,,
CBI,Australia/Hobart,Cape Barren Island,CBI,AU,POINT (148.16667 -40.333332),0,,YCBN,,,
CBX,Australia/Sydney,Condobolin,CBX,AU,POINT (148.25 -33.86667),1394,,YCDO,,,
CBY,Australia/Brisbane,Canobie,CBY,AU,POINT (140.9273389 -19.4788726),213,,YCBE,,,
CCL,Australia/Brisbane,Chinchilla,CCL,AU,POINT (150.619946415279 -26.772074449999998),1017,,YCCA,,,
CED,Australia/Adelaide,Ceduna Airport,CED,AU,POINT (133.70730954308243 -32.130567549999995),39,,YCDU,,,
CFH,Australia/Adelaide,Clifton Hills,CFH,AU,POINT (139 -27),88,,YCFH,,,
CFI,Australia/Darwin,Camfield,CFI,AU,POINT (131.3269958 -17.0216999),367,,YCFD,,,
CKI,Australia/Darwin,Croker Island,CKI,AU,POINT (132.53334 -11.2),22,,YCKI,,,
CML,Australia/Brisbane,Camooweal,CML,AU,POINT (138.11667 -19.933332),728,,YCMW,,,
CMQ,Australia/Brisbane,Clermont,CMQ,AU,POINT (147.5 -22.866667),977,,YCMT,,,
CNC,Australia/Brisbane,Coconut Island,CNC,AU,POINT (143.07078934368198 -10.0500321),22,,YCCT,,,
CNJ,Australia/Brisbane,Cloncurry Airport,CNJ,AU,POINT (140.50851 -20.668905),606,,YCCY,,,
CPD,Australia/Adelaide,Coober Pedy Airport,CPD,AU,POINT (134.72258592176874 -29.041282199999998),767,,YCBP,,,
CRB,Australia/Sydney,Collarenebri,CRB,AU,POINT (148.5768224 -29.524299),462,,YCBR,,,
NLF,Australia/Brisbane,Darnley Island,NLF,AU,POINT (143.77959298295636 -9.579059099999998),141,,YDNI,,,
KCE,Australia/Brisbane,Collinsville,KCE,AU,POINT (147.86667 -20.55),180,,YCSV,,,
CCW,Australia/Adelaide,Cowell,CCW,AU,POINT (136.83333 -33.63333),616,,YCWL,,,
CDA,Australia/Darwin,Cooinda,CDA,AU,POINT (132.53301052481424 -12.90328085),32,,YCOO,,,
CDQ,Australia/Brisbane,Croydon,CDQ,AU,POINT (142.25 -18.3),344,,YCRY,,,
CFP,Australia/Brisbane,Carpentaria Downs,CFP,AU,POINT (144.35 -18.783333),1673,,YCPN,,,
CJF,Australia/Perth,Coondewanna Airport,CJF,AU,POINT (118.8123347 -22.9642029),2267,,YCWA,,,
COY,Australia/Perth,Coolawanyah,COY,AU,POINT (117.75 -21.85),1151,,YCWY,,,
CUG,Australia/Sydney,Cudal,CUG,AU,POINT (151 -32),846,,YCUA,,,
CUQ,Australia/Brisbane,Coen,CUQ,AU,POINT (143.11575726213246 -13.76219095),498,,YCOE,,,
CUY,Australia/Perth,Cue,CUY,AU,POINT (117.9177756 -27.4469307),1430,,YCUE,,,
CWR,Australia/Adelaide,Cowarie,CWR,AU,POINT (138.32563455173027 -27.7125889),49,,YCWI,,,
CXQ,Australia/Perth,Christmas Creek,CXQ,AU,POINT (125.916664 -18.866667),534,,YCRK,,,
CYG,Australia/Melbourne,Corryong,CYG,AU,POINT (147.9 -36.25),1551,,YCRG,,,
DDN,Australia/Brisbane,Delta Downs,DDN,AU,POINT (141.3 -16.916668),45,,YDLT,,,
DFP,Australia/Brisbane,Drumduff,DFP,AU,POINT (143.33333 -16),416,,YDDF,,,
DGD,Australia/Perth,Dalgaranga,DGD,AU,POINT (117.30139 -27.818056),1371,,YDGA,,,
DHD,Australia/Brisbane,Durham Downs,DHD,AU,POINT (149.08333 -26.1),1020,,YDRH,,,
DKI,Australia/Brisbane,Dunk Island,DKI,AU,POINT (146.140759 -17.9371869),49,,YDKI,,,
DKV,Australia/Darwin,Docker River,DKV,AU,POINT (129.12215688442302 -24.859699650000003),1896,,YDVR,,,
DLK,Australia/Adelaide,Dulkaninna,DLK,AU,POINT (139.46666 -29.016666),68,,YDLK,,,
DMD,Australia/Brisbane,Doomadgee Airport,DMD,AU,POINT (138.81453566389803 -17.936965049999998),150,,YDMG,,,
DNB,Australia/Brisbane,Dunbar,DNB,AU,POINT (142.39055 -16.010834),177,,YDBR,,,
DNG,Australia/Perth,Doongan,DNG,AU,POINT (126.2993393 -15.3894937),1295,,YDGN,,,
DOX,Australia/Perth,Dongara,DOX,AU,POINT (114.933334 -29.25),13,,YDRA,,,
DPO,Australia/Hobart,Devonport Airport,DPO,AU,POINT (146.42759229572462 -41.1717979),29,http://www.tasports.com.au/infrastructure/devonport_airport.html,YDPO,,,
DRB,Australia/Perth,Derby,DRB,AU,POINT (123.66251856898089 -17.3719837),32,,YDBY,,,
DRD,Australia/Brisbane,Dorunda Station,DRD,AU,POINT (142.33333 -16.5),160,,YDOR,,,
DRN,Australia/Brisbane,Dirranbandi,DRN,AU,POINT (148.2195588 -28.5845215),554,,YDBI,,,
DRR,Australia/Brisbane,Durrie,DRR,AU,POINT (140.21666 -25.616667),164,,YDRI,,,
KFE,Australia/Perth,Fortescue Dave Forrest,KFE,AU,POINT (119.43834860371055 -22.29124225),1555,,YFDF,,,
FOS,Australia/Perth,Forrest,FOS,AU,POINT (128.05 -30.816668),538,,YFRT,,,
FVL,Australia/Perth,Flora Valey,FVL,AU,POINT (128.41667 -18.283333),1200,,YFLO,,,
FVR,Australia/Perth,Forrest River Airport,FVR,AU,POINT (127.833336 -15.253056),396,,YFRV,,,
YGE,America/Vancouver,Gorge Harbor,YGE,CA,POINT (-124.95 50.083332),0,,"",,,
GBL,Australia/Darwin,Goulburn Island,GBL,AU,POINT (133.43333 -11.55),0,,YGBI,,,
YGN,America/Vancouver,Greenway Sound,YGN,CA,POINT (-126.85 50.85),0,,CYGN,,,
FIK,Australia/Darwin,Finke,FIK,AU,POINT (134.58333 -25.566668),928,,YFNE,,,
FIZ,Australia/Perth,Fitzroy Crossing,FIZ,AU,POINT (125.55918151085643 -18.1818248),400,,YFTZ,,,
FLY,Australia/Sydney,Finley,FLY,AU,POINT (145.58333 -35.65),367,,YFIL,,,
GBP,Australia/Brisbane,Gamboola,GBP,AU,POINT (143.6696981 -16.5434964),426,,YGAM,,,
GBV,Australia/Perth,Gibb River,GBV,AU,POINT (126.63333 -15.65),1167,,YGIB,,,
GBW,Australia/Perth,Ginbata Airport,GBW,AU,POINT (120.03553 -22.5812),1364,,YGIA,,,
GDD,Australia/Perth,Gordon Downs,GDD,AU,POINT (128.55 -18.716667),1141,,YGDN,,,
GEE,Australia/Hobart,George Town,GEE,AU,POINT (143.55 -18.283333),938,,YGTO,,,
GGD,Australia/Brisbane,Gregory Downs,GGD,AU,POINT (139.2340103489768 -18.6297729),242,,YGDS,,,
GLG,Australia/Brisbane,Glengyle,GLG,AU,POINT (139.5948939 -24.797187),278,,YGLE,,,
GLM,Australia/Brisbane,Glenormiston,GLM,AU,POINT (138.8210152 -22.8901443),452,,YGLO,,,
GLT,Australia/Brisbane,Gladstone Airport,GLT,AU,POINT (151.22385043997647 -23.869519150000002),45,,YGLA,,,
GPD,Australia/Brisbane,Mount Gordon Mine,GPD,AU,POINT (139.91777 -19.999445),856,,YGON,,,
GSC,Australia/Perth,Gascoyne Junction,GSC,AU,POINT (115.25 -25.166668),505,,YGSC,,,
GTE,Australia/Darwin,Alyangula Airport,GTE,AU,POINT (136.46002 -13.973887),39,,YGTE,,,
GTT,Australia/Brisbane,Georgetown Airport,GTT,AU,POINT (143.78334 -18.416668),2070,,YGTN,Georgetown,,Queensland
GVP,Australia/Brisbane,Greenvale,GVP,AU,POINT (144.61667 -15.783333),551,,YGNV,,,
HAT,Australia/Brisbane,Heathlands,HAT,AU,POINT (140.58333 -19.720833),367,,YHTL,,,
HLL,Australia/Perth,Hillside,HLL,AU,POINT (119.333336 -21.783333),954,,YHIL,,,
HMG,Australia/Darwin,Hermannsburg,HMG,AU,POINT (132.75 -23.95),1916,,YHMB,,,
INM,Australia/Adelaide,Innamincka,INM,AU,POINT (140.73334 -27.75),127,,YINN,,,
KUG,Australia/Brisbane,Kubin Island,KUG,AU,POINT (142.3 -10.233333),15,,YKUB,Kubin,Moa Island,Queensland
IRG,Australia/Brisbane,Lockhart River,IRG,AU,POINT (143.3049927 -12.7868996),49,,YLHR,,,
ISI,Australia/Brisbane,Isisford,ISI,AU,POINT (144.4282046 -24.2619884),652,,YISF,,,
UBU,Australia/Perth,Kalumburu,UBU,AU,POINT (126.65 -14.3),29,,YKAL,,,
KDB,Australia/Perth,Kambalda,KDB,AU,POINT (120 -30),1073,,YKBL,,,
KBY,Australia/Adelaide,Streaky Bay,KBY,AU,POINT (134 -33),69,,YKBY,,,
IVW,Australia/Darwin,Inverway,IVW,AU,POINT (129.6432857 -17.8419621),1341,,YINW,,,
KCS,Australia/Darwin,Kings Creek Station,KCS,AU,POINT (131.68333 -24.383333),615,,YKCS,,,
KRA,Australia/Melbourne,Kerang,KRA,AU,POINT (143.91667 -35.666668),254,,YKER,,,
JAB,Australia/Darwin,Jabiru,JAB,AU,POINT (132.8930054 -12.6583004),49,,YJAB,,,
KFG,Australia/Darwin,Kalkurung,KFG,AU,POINT (130.81667 -17.433332),646,,YKKG,,,
KOH,Australia/Brisbane,Koolatah,KOH,AU,POINT (142.41667 -15.966667),0,,YKLA,,,
KKP,Australia/Brisbane,Koolburra,KKP,AU,POINT (143.95 -15.583333),350,,YKLB,,,
JCK,Australia/Brisbane,Julia Creek,JCK,AU,POINT (141.7 -20.583332),387,,YJLC,,,
KML,Australia/Brisbane,Kamileroi,KML,AU,POINT (140.05 -19.366667),91,,YKML,,,
LZR,Australia/Brisbane,Lizard Island,LZR,AU,POINT (145.4518133 -14.6697872),101,,YLZI,,,
KPP,Australia/Brisbane,Kalpowar,KPP,AU,POINT (143.93333 -19.966667),90,,YKPR,,,
LWH,Australia/Brisbane,Lawn Hill,LWH,AU,POINT (138.58333 -18.583332),383,,YLAH,,,
LTP,Australia/Brisbane,Lyndhurst,LTP,AU,POINT (138.35 -30.283333),396,,YLHS,,,
KRD,Australia/Darwin,Kurundi,KRD,AU,POINT (134.66667 -20.516666),1340,,YKUR,,,
LGH,Australia/Adelaide,Leigh Creek,LGH,AU,POINT (138.41667 -30.466667),856,,YLEC,,,
LNH,Australia/Darwin,Lake Nash,LNH,AU,POINT (138 -20.95),662,,YLKN,,,
LOC,Australia/Adelaide,Lock,LOC,AU,POINT (135.75 -33.55),413,,YLOK,,,
LFP,Australia/Brisbane,Lakefield,LFP,AU,POINT (144.00555 -15.05),107,,YLFD,,,
LTV,Australia/Brisbane,Lotusvale,LTV,AU,POINT (141.38333 -17.05),65,,YLOV,,,
LIB,Australia/Darwin,Limbunya,LIB,AU,POINT (129.8 -17.2),0,,YLIM,,,
BBL,Australia/Brisbane,Ballera Airport,BBL,AU,POINT (141.808333 27.408333),385,,YLLE,,,
LKD,Australia/Brisbane,Lakeland Downs,LKD,AU,POINT (144.95 -15.816667),930,,YLND,,,
LUU,Australia/Brisbane,Laura,LUU,AU,POINT (144.16667 -15.666667),764,,YLRA,,,
YLP,America/Montreal,Mingan,YLP,CA,POINT (-64.15 50.283333),70,,"",,,
LUT,Australia/Brisbane,Laura Station,LUT,AU,POINT (144.81667 -15.433333),583,,YLRS,,,
LVO,Australia/Perth,Laverton,LVO,AU,POINT (122.36667 -28.633333),1479,,YLTN,,,
LER,Australia/Perth,Leinster,LER,AU,POINT (120.61667 -27.833332),1631,,YLST,,,
MRG,Australia/Brisbane,Mareeba,MRG,AU,POINT (145.46666 -17),1341,,YMBA,,,
MBB,Australia/Perth,Marble Bar,MBB,AU,POINT (119.583336 -21.25),797,,YMBL,,,
LNO,Australia/Perth,Leonora,LNO,AU,POINT (121.3150024 -28.8780994),1197,http://www.leonora.wa.gov.au/services_facilities/airport.html,YLEO,,,
JUN,Australia/Brisbane,Jundah,JUN,AU,POINT (143.0609407 -24.8359579),145,,YJDA,,,
KBJ,Australia/Darwin,Kings Canyon,KBJ,AU,POINT (131.48957557557296 -24.260631949999997),2100,,YKCA,,,
KBB,Australia/Darwin,Kirkimbie,KBB,AU,POINT (129.2100067 -17.7791996),0,,YKIR,,,
KRB,Australia/Brisbane,Karumba Airport,KRB,AU,POINT (140.83177203881445 -17.45582115),5,,YKMB,,,
KWM,Australia/Brisbane,Kowanyama,KWM,AU,POINT (141.75344930472147 -15.485966099999999),35,,YKOW,,,
KGC,Australia/Adelaide,Kingscote Airport,KGC,AU,POINT (137.5230169675114 -35.71409045),24,,YKSC,,,
YKT,America/Vancouver,Klemtu,YKT,CA,POINT (-128.521423 52.5936075),0,,"",,,
LEL,Australia/Darwin,Lake Evella,LEL,AU,POINT (135.80659526698466 -12.4979104),256,,YLEV,,,
LOA,Australia/Brisbane,Lorraine,LOA,AU,POINT (139.9069977 -18.9932995),190,,YLOR,,,
UBB,Australia/Brisbane,Mabuiag Island,UBB,AU,POINT (142.19493860304968 -9.9495927),0,,YMAA,,,
ONR,Australia/Brisbane,Monkira,ONR,AU,POINT (140.5536061 -24.8185891),229,,YMNK,,,
GSN,Australia/Adelaide,Mount Gunson,GSN,AU,POINT (137.76666 -31.666668),134,,YMGN,,,
OXY,Australia/Brisbane,Morney,OXY,AU,POINT (141.36667 -25.35),301,,YMNY,,,
OOR,Australia/Brisbane,Mooraberree,OOR,AU,POINT (141.23334 -25.05),328,,YMOO,,,
ONG,Australia/Brisbane,Mornington Airport,ONG,AU,POINT (139.17004 -16.662558),42,,YMTI,,,
NMR,Australia/Brisbane,Nappa Merry,NMR,AU,POINT (141.11667 -27.6),170,,YNAP,,,
UTB,Australia/Brisbane,Muttaburra,UTB,AU,POINT (144.52879 -22.5852806),230,,YMTB,,,
MFP,Australia/Darwin,Manners Creek,MFP,AU,POINT (137.98517638728612 -22.09844175),656,,YMCR,,,
MKR,Australia/Perth,Meekatharra,MKR,AU,POINT (118.55059893170588 -26.617335),1696,,YMEK,,,
MLV,Australia/Brisbane,Merluna,MLV,AU,POINT (142.98334 -13.016667),442,,YMEU,,,
MGT,Australia/Darwin,Milingimbi,MGT,AU,POINT (134.8950872773013 -12.095758),45,,YMGB,,,
MGV,Australia/Perth,Margaret River,MGV,AU,POINT (126.86667 -18.616667),875,,YMGR,,,
MNG,Australia/Darwin,Maningrida Airport,MNG,AU,POINT (134.2339935 -12.0560999),104,,YMGD,,,
MHO,Australia/Perth,Mount House,MHO,AU,POINT (125.76667 -17.133333),872,,YMHO,,,
MCV,Australia/Darwin,Mcarthur River Airport,MCV,AU,POINT (136.095 -16.466667),75,,YMHU,,,
MNQ,Australia/Brisbane,Monto,MNQ,AU,POINT (151.09860058954558 -24.89228125),770,,YMTO,,,
MIH,Australia/Perth,Mitchell Plateau,MIH,AU,POINT (147.96666 -26.483334),1069,,YMIP,,,
MTQ,Australia/Brisbane,Mitchell,MTQ,AU,POINT (147.96666 -26.583332),1227,,YMIT,,,
MNW,Australia/Darwin,Macdonald Downs,MNW,AU,POINT (135.2330017 -22.4666996),1459,,YMDS,,,
MMG,Australia/Perth,Mount Magnet,MMG,AU,POINT (117.8362348155679 -28.108109),1371,,YMOG,,,
MSF,Australia/Darwin,Mount Swan,MSF,AU,POINT (135 -22.516666),1624,,YMNS,,,
MET,Australia/Brisbane,Moreton,MET,AU,POINT (142.76666 -12.75),278,,YMOT,,,
MQE,Australia/Darwin,Marqua,MQE,AU,POINT (137.35 -22.816668),734,,YMQA,,,
MTD,Australia/Darwin,Mt Sandford,MTD,AU,POINT (130.56667 -17),731,,YMSF,,,
MIY,Australia/Darwin,Mittiebah,MIY,AU,POINT (137.08 -18.81),869,,YMTA,,,
MUQ,Australia/Perth,Muccan,MUQ,AU,POINT (120 -20.666668),298,,YMUC,,,
MNE,Australia/Adelaide,Mungeranie,MNE,AU,POINT (138.6 -28),167,,YMUG,,,
MVK,Australia/Adelaide,Mulka,MVK,AU,POINT (138 -27.25),114,,YMUK,,,
MUP,Australia/Darwin,Mulga Park,MUP,AU,POINT (141.05 -31.133333),269,,YMUP,,,
MKV,Australia/Darwin,Mt Cavenagh,MKV,AU,POINT (133.25 -25.966667),1686,,YMVG,,,
MWT,Australia/Adelaide,Moolawatana,MWT,AU,POINT (138 -28.5),42,,YMWT,,,
MXD,Australia/Brisbane,Marion Downs,MXD,AU,POINT (139.6 -23.333332),518,,YMWX,,,
RRE,Australia/Adelaide,Marree,RRE,AU,POINT (138.0707139 -29.6587891),111,,YMRE,,,
WME,Australia/Perth,Mount Keith,WME,AU,POINT (120.5497756 -27.2852621),1781,,YMNE,,,
YOI,America/Montreal,Opinaca,YOI,CA,POINT (-76.60716027805023 52.2211),692,,"",,,
RPM,Australia/Darwin,Ngukurr,RPM,AU,POINT (134 -14.933333),249,,YNGU,,,
PXH,Australia/Adelaide,Prominent Hill,PXH,AU,POINT (135.52772941953702 -29.7101355),692,,YPMH,,,
NAA,Australia/Sydney,Narrabri,NAA,AU,POINT (149.8250651 -30.3292011),725,http://narrabri.cfm.predelegation.com/index.cfm?page_id=1249,YNBR,,,
ABM,Australia/Brisbane,Northern Peninsula Airport,ABM,AU,POINT (142.45033 -10.942619),98,http://www.nparc.qld.gov.au/airport,YNPE,,,
MOO,Australia/Adelaide,Moomba,MOO,AU,POINT (149.83333 -27.5),1046,,YOOM,,,
KNX,Australia/Perth,Kununurra Airport,KNX,AU,POINT (128.70522745340165 -15.77628825),145,,YPKU,,,
UTD,Australia/Darwin,Nutwood Downs,UTD,AU,POINT (134.1462010899545 -15.8083904),500,,YNUT,,,
EDR,Australia/Brisbane,Edward River,EDR,AU,POINT (141.61667 -14.9),52,,YPMP,,,
GOV,Australia/Darwin,Nhulunbuy Airport,GOV,AU,POINT (136.82265 -12.269595),127,,YPGV,,,
NLS,Australia/Perth,Nicholson,NLS,AU,POINT (128.89583 -18.050833),1263,,YNIC,,,
NMP,Australia/Brisbane,New Moon,NMP,AU,POINT (143.96666 -20.166668),1443,,YNMN,,,
NPP,Australia/Darwin,Napperby,NPP,AU,POINT (132.68333 -22.5),2129,,YNPB,,,
NSM,Australia/Perth,Norseman,NSM,AU,POINT (121.7549973 -32.2099991),833,,YNSM,,,
LEA,Australia/Perth,Learmonth Airport,LEA,AU,POINT (114.09427 -22.239883),19,,YPLM,,,
NUR,Australia/Adelaide,Nullarbor,NUR,AU,POINT (130.91667 -31.433332),183,,YNUB,,,
NLL,Australia/Perth,Nullagine,NLL,AU,POINT (120.2 -21.75),1122,,YNUL,,,
NTN,Australia/Brisbane,Normanton Airport,NTN,AU,POINT (141.0746285 -17.68517),55,,YNTN,,,
NUB,Australia/Darwin,Numbulwar,NUB,AU,POINT (135.71378042625975 -14.26815415),42,,YNUM,,,
ODD,Australia/Adelaide,Oodnadatta,ODD,AU,POINT (135.45 -27.550278),403,,YOOD,,,
OLP,Australia/Adelaide,Olympic Dam Airport,OLP,AU,POINT (136.87764439593963 -30.48471425),285,,YOLD,,,
OSO,Australia/Brisbane,Osborne Mine,OSO,AU,POINT (140.5568295 -22.0792179),898,,YOSB,,,
KTR,Australia/Darwin,Tindal,KTR,AU,POINT (132.2714 -14.4575),443,,YPTN,,,
ODR,Australia/Perth,Ord River,ODR,AU,POINT (128.8 -17.5),633,,YORV,,,
PBO,Australia/Perth,Paraburdoo Airport,PBO,AU,POINT (117.74584925439711 -23.17202315),1361,,YPBO,,,
PKT,Australia/Darwin,Port Keats,PKT,AU,POINT (129.53016901828997 -14.251098899999999),104,,YPKT,,,
PQQ,Australia/Sydney,Port Macquarie Airport,PQQ,AU,POINT (152.87350282041024 -31.4357662),26,http://www.hastings.nsw.gov.au/www/html/455-welcome-to-port-macquarie-airport.asp?intLocationID=455,YPMQ,,,
PHE,Australia/Perth,Port Hedland International Airport,PHE,AU,POINT (118.62407240179644 -20.3737968),52,,YPPD,,,
PDN,Australia/Adelaide,Parndana,PDN,AU,POINT (138.08333 -35.916668),0,,YPDA,,,
PDE,Australia/Adelaide,Pandie Pandie,PDE,AU,POINT (138.66667 -26),104,,YPDI,,,
PRD,Australia/Perth,Pardoo,PRD,AU,POINT (119.11667 -20.1),26,,YPDO,,,
OYN,Australia/Melbourne,Ouyen,OYN,AU,POINT (142.3486862 -35.0892885),154,,YOUY,,,
PEA,Australia/Adelaide,Penneshaw,PEA,AU,POINT (137.95867 -35.758188),462,,YPSH,,,
YQJ,America/Vancouver,April Point SPB,YQJ,CA,POINT (-125.26748 50.19675),0,,"",,,
ULP,Australia/Brisbane,Quilpie,ULP,AU,POINT (144.3 -26.633333),655,,YQLP,,,
TDR,Australia/Brisbane,Theodore,TDR,AU,POINT (150.09309654520848 -24.9876164),171,,YTDR,,,
CDU,Australia/Sydney,Camden,CDU,AU,POINT (124.416664 -15.45),0,,YSCN,,,
TQP,Australia/Brisbane,Trepell Airport,TQP,AU,POINT (140.894352 -21.8402176),891,,YTEE,,,
NDS,Australia/Perth,Sandstone,NDS,AU,POINT (119.2969971 -27.9799995),1696,,YSAN,,,
MJK,Australia/Perth,Shark Bay,MJK,AU,POINT (113.57594702287881 -25.8975961),200,,YSHK,,,
RMA,Australia/Brisbane,Roma Airport,RMA,AU,POINT (148.7770438 -26.5423989),961,,YROM,,,
RCM,Australia/Brisbane,Richmond,RCM,AU,POINT (143.11667 -20.70389),600,,YRMD,,,
ROH,Australia/Brisbane,Robinhood,ROH,AU,POINT (144 -18.25),1302,,YROB,,,
SBR,Australia/Brisbane,Saibai Island,SBR,AU,POINT (142.62580939318673 -9.379058950000001),22,,YSII,,,
RPB,Australia/Darwin,Roper Bar,RPB,AU,POINT (134.73334 -14.733333),65,,YRRB,,,
RTP,Australia/Brisbane,Rutland Plains,RTP,AU,POINT (141.83333 -15.6),59,,YRTP,,,
RHL,Australia/Perth,Roy Hill,RHL,AU,POINT (120 -22.75),1358,,YRYH,,,
RSB,Australia/Brisbane,Roseberth,RSB,AU,POINT (139.623569 -25.8215655),147,,YRSB,,,
SHU,Australia/Darwin,Smith Point,SHU,AU,POINT (132.16191415898072 -11.13463955),9,,YSMP,,,
SGP,Australia/Perth,Shay Gap,SGP,AU,POINT (120.23333 -20.816668),741,,YSHG,,,
SCG,Australia/Brisbane,Spring Creek,SCG,AU,POINT (142.41667 -38.016666),367,,YSPK,,,
STH,Australia/Brisbane,Strathmore,STH,AU,POINT (142.55871288265564 -17.862645649999997),403,,YSMR,,,
SRN,Australia/Hobart,Strahan,SRN,AU,POINT (145.2897 -42.1556),42,,YSRN,,,
KSV,Australia/Brisbane,Springvale,KSV,AU,POINT (140.68333 -23.55),0,,YSPV,,,
SYD,Australia/Sydney,Sydney (Kingsford Smith) Airport,SYD,AU,POINT (151.18196819346016 -33.9498935),16,http://www.sydneyairport.com.au/,YSSY,,,
SQC,Australia/Perth,Southern Cross,SQC,AU,POINT (119.35 -31.25),1148,,YSCR,,,
STF,Australia/Brisbane,Stephen Island,STF,AU,POINT (143.56667 -9.5),0,,YSTI,,,
SSP,Australia/Brisbane,Silver Plains,SSP,AU,POINT (143.55 -13.983333),29,,YSVP,,,
TBL,Australia/Perth,Tableland,TBL,AU,POINT (126.833336 -17.3),0,,YTAB,,,
TBK,Australia/Darwin,Timber Creek,TBK,AU,POINT (130.48334 -15.65),16,,YTBR,,,
CZY,Australia/Brisbane,Cluny,CZY,AU,POINT (139.53334 -24.516666),275,,YUNY,,,
GTS,Australia/Darwin,Granites,GTS,AU,POINT (133.61667 -26.966667),1085,,YTGT,,,
MFL,Australia/Brisbane,Mount Full Stop,MFL,AU,POINT (144.9 -19.666668),1843,,YWDV,,,
PHQ,Australia/Brisbane,The Monument Airport,PHQ,AU,POINT (139.9215968643398 -21.80924245),954,,YTMO,,,
TKY,Australia/Perth,Turkey Creek,TKY,AU,POINT (128.25 -17.066668),0,,YTKY,,,
TYB,Australia/Sydney,Tibooburra,TYB,AU,POINT (142.0578807 -29.4496046),584,,YTIB,,,
OKR,Australia/Brisbane,Yorke Island,OKR,AU,POINT (143.40680922150324 -9.75350265),29,,YYKI,,,
SYU,Australia/Brisbane,Warraber Island,SYU,AU,POINT (142.8245966096468 -10.208072099999999),29,,YWBS,,,
TXR,Australia/Brisbane,Tanbar,TXR,AU,POINT (141.9279938 -25.8477993),344,,YTNB,,,
TTX,Australia/Perth,Mungalalu Truscott Airbase,TTX,AU,POINT (126.38204570326874 -14.089066500000001),181,,YTST,,,
WNR,Australia/Brisbane,Windorah,WNR,AU,POINT (142.67334736968547 -25.4069931),396,,YWDH,,,
THG,Australia/Brisbane,Thangool,THG,AU,POINT (150.57686173589832 -24.4946875),644,,YTNG,,,
KYF,Australia/Perth,Yeelirrie,KYF,AU,POINT (120.0830002 -27.2833004),0,,YYLR,,,
VNR,Australia/Brisbane,Vanrook,VNR,AU,POINT (141.91667 -16.866667),85,,YVRS,,,
WON,Australia/Brisbane,Wondoola,WON,AU,POINT (140.8919983 -18.5750008),124,,YWDL,,,
WAV,Australia/Darwin,Kalkgurung,WAV,AU,POINT (130.95 -17.483334),702,,YWAV,,,
WND,Australia/Perth,Windarra,WND,AU,POINT (121.833336 -28.266666),1387,,YWDA,,,
WUN,Australia/Perth,Wiluna,WUN,AU,POINT (120.2205593 -26.6287769),1640,,YWLU,,,
WLO,Australia/Darwin,Waterloo,WLO,AU,POINT (129.3200073 -16.6299992),406,,YWTL,,,
WIT,Australia/Perth,Wittenoom,WIT,AU,POINT (118.333336 -22.266666),2342,,YWIT,,,
WLA,Australia/Perth,Wallal,WLA,AU,POINT (120.65183811802402 -19.776862649999998),29,,YWAL,,,
TEF,Australia/Perth,Telfer Airport,TEF,AU,POINT (122.22815627252444 -21.7139933),970,,YTEF,,,
TDN,Australia/Perth,Theda Station,TDN,AU,POINT (126.4980529 -14.7892361),700,,YTHD,,,
TYG,Australia/Brisbane,Thylungra,TYG,AU,POINT (143.4669952 -26.0832996),165,,YTHY,,,
TYP,Australia/Darwin,Tobermorey,TYP,AU,POINT (137.9529707 -22.2560087),0,,YTMY,,,
WWI,Australia/Perth,Woodie Woodie,WWI,AU,POINT (121.2340012 -21.6627998),882,,YWWI,,,
PEK,Asia/Shanghai,Beijing Capital International Airport,BJS,CN,POINT (116.5942601992765 40.079155549999996),55,http://en.bcia.com.cn/,ZBAA,,,
ORR,Australia/Adelaide,Yorketown,ORR,AU,POINT (137.6192858035999 -35.002820299999996),206,,YYOR,,,
BHY,Asia/Chongqing,Beihai Fucheng Airport,BHY,CN,POINT (109.29173962146939 21.5391801),59,,ZGBH,Beihai,,
KKI,America/Anchorage,Spb,KKI,US,POINT (-161.42223 60.906944),23,,Z13,,,
SJW,Asia/Shanghai,Shijiazhuang Daguocun Airport,SJW,CN,POINT (114.68964497905779 38.2803561),216,,ZBSJ,,,
BPE,Asia/Shanghai,Qinhuangdao Beidaihe Airport,SHP,CN,POINT (96 24),570,,ZBDH,,,
KBC,America/Anchorage,Birch Creek,KBC,US,POINT (-145.8181182617975 66.2752817),450,,Z91,,,
TDT,Africa/Johannesburg,Tanda Tula,TDT,ZA,POINT (31.3 -24.533333),1555,,FATD,,,
CAN,Asia/Shanghai,Guangzhou Baiyun International Airport,CAN,CN,POINT (113.3015079267467 23.3931854),39,http://www.baiyunairport.com/english/index.jsp,ZGGG,,,
KHO,Africa/Johannesburg,Khoka Moya,KHO,ZA,POINT (31.4152173 -24.5940802),1440,,"",,,
TSN,Asia/Shanghai,Tianjin Binhai International Airport,TSN,CN,POINT (117.35483617593881 39.12745995),10,,ZBTJ,,,
